Company_Name,Sector,Industry_Group,Country_of_Origin,Type_of_Data_Stolen,Date,Data_Volume,Data_Volume_GB
Medical Associates of Brevard,Health Care,Health Care Providers & Services,United States,Corporate & Business Data,"Jan 22, 2025",0,0
Medical Associates of Brevard,Health Care,Health Care Providers & Services,United States,Communication & Social Data,"Jan 22, 2025",0,0
MassDevelopment,Financials,Capital Markets,United States,Financial & Payment Data,"Jan 17, 2025",4 Tb,4096
MassDevelopment,Financials,Capital Markets,United States,Personal Identifiable Information,"Jan 17, 2025",4 Tb,4096
MassDevelopment,Financials,Capital Markets,United States,Corporate & Business Data,"Jan 17, 2025",4 Tb,4096
MassDevelopment,Financials,Capital Markets,United States,Intellectual Property (IP) & Research Data,"Jan 17, 2025",4 Tb,4096
MassDevelopment,Financials,Capital Markets,United States,Communication & Social Data,"Jan 17, 2025",4 Tb,4096
Fish Nelson & Holden,Financials,Financial Services,United States,Medical & Health Records (PHI),"Dec 30, 2024",1 Tb,1024
Fish Nelson & Holden,Financials,Financial Services,United States,Financial & Payment Data,"Dec 30, 2024",1 Tb,1024
Fish Nelson & Holden,Financials,Financial Services,United States,Corporate & Business Data,"Dec 30, 2024",1 Tb,1024
Fish Nelson & Holden,Financials,Financial Services,United States,Intellectual Property (IP) & Research Data,"Dec 30, 2024",1 Tb,1024
Fish Nelson & Holden,Financials,Financial Services,United States,Authentication & Credential Data,"Dec 30, 2024",1 Tb,1024
Fish Nelson & Holden,Financials,Financial Services,United States,Communication & Social Data,"Dec 30, 2024",1 Tb,1024
LTI Trucking Services,Industrials,Transportation,United States,Authentication & Credential Data,"Dec 23, 2024",1.2 Tb,1228.8
LTI Trucking Services,Industrials,Transportation,United States,Financial & Payment Data,"Dec 23, 2024",1.2 Tb,1228.8
LTI Trucking Services,Industrials,Transportation,United States,Corporate & Business Data,"Dec 23, 2024",1.2 Tb,1228.8
LTI Trucking Services,Industrials,Transportation,United States,Intellectual Property (IP) & Research Data,"Dec 23, 2024",1.2 Tb,1228.8
LTI Trucking Services,Industrials,Transportation,United States,Communication & Social Data,"Dec 23, 2024",1.2 Tb,1228.8
Kellerhals Ferguson Kroblin PLLC,Financials,Financial Services,United States,Personal Identifiable Information,"Dec 23, 2024",170 Gb,170
Kellerhals Ferguson Kroblin PLLC,Financials,Financial Services,United States,Financial & Payment Data,"Dec 23, 2024",170 Gb,170
Kellerhals Ferguson Kroblin PLLC,Financials,Financial Services,United States,Corporate & Business Data,"Dec 23, 2024",170 Gb,170
Kellerhals Ferguson Kroblin PLLC,Financials,Financial Services,United States,Authentication & Credential Data,"Dec 23, 2024",170 Gb,170
Kellerhals Ferguson Kroblin PLLC,Financials,Financial Services,United States,Communication & Social Data,"Dec 23, 2024",170 Gb,170
Kellerhals Ferguson Kroblin PLLC,Financials,Financial Services,United States,System & Infrastructure Data,"Dec 23, 2024",170 Gb,170
St Clair Orthopaedics and Sports Medicine P.C.,Health Care,Health Care Providers,United States,Personal Identifiable Information,"Dec 19, 2024",1.2 Tb,1228.8
St Clair Orthopaedics and Sports Medicine P.C.,Health Care,Health Care Providers,United States,Medical & Health Records (PHI),"Dec 19, 2024",1.2 Tb,1228.8
St Clair Orthopaedics and Sports Medicine P.C.,Health Care,Health Care Providers,United States,Corporate & Business Data,"Dec 19, 2024",1.2 Tb,1228.8
St Clair Orthopaedics and Sports Medicine P.C.,Health Care,Health Care Providers,United States,System & Infrastructure Data,"Dec 19, 2024",1.2 Tb,1228.8
Caframo Limited.,Industrials,Industrial Conglomerates,United States,Personal Identifiable Information,"Dec 17, 2024",1.5 Tb,1536
Caframo Limited.,Industrials,Industrial Conglomerates,United States,Corporate & Business Data,"Dec 17, 2024",1.5 Tb,1536
Caframo Limited.,Industrials,Industrial Conglomerates,United States,Financial & Payment Data,"Dec 17, 2024",1.5 Tb,1536
Caframo Limited.,Industrials,Industrial Conglomerates,United States,Intellectual Property (IP) & Research Data,"Dec 17, 2024",1.5 Tb,1536
Caframo Limited.,Industrials,Industrial Conglomerates,United States,System & Infrastructure Data,"Dec 17, 2024",1.5 Tb,1536
TWRU CPAs & Financial Advisors,Financials,Financial Services,United States,Financial & Payment Data,"Dec 14, 2024",0,0
TWRU CPAs & Financial Advisors,Financials,Financial Services,United States,Corporate & Business Data,"Dec 14, 2024",0,0
TWRU CPAs & Financial Advisors,Financials,Financial Services,United States,Personal Identifiable Information (PII),"Dec 14, 2024",0,0
TWRU CPAs & Financial Advisors,Financials,Financial Services,United States,Medical & Health Records (PHI),"Dec 14, 2024",0,0
TWRU CPAs & Financial Advisors,Financials,Financial Services,United States,Communication & Social Data,"Dec 14, 2024",0,0
"Russell Law Firm, LLC",Consumer Discretionary,Consumer Services,United States,Authentication & Credential Data,"Dec 9, 2024",0,0
"Russell Law Firm, LLC",Consumer Discretionary,Consumer Services,United States,Personal Identifiable Information (PII),"Dec 9, 2024",0,0
"Russell Law Firm, LLC",Consumer Discretionary,Consumer Services,United States,Financial & Payment Data,"Dec 9, 2024",0,0
"Russell Law Firm, LLC",Consumer Discretionary,Consumer Services,United States,Medical & Health Records (PHI),"Dec 9, 2024",0,0
"Russell Law Firm, LLC",Consumer Discretionary,Consumer Services,United States,Corporate & Business Data,"Dec 9, 2024",0,0
"Russell Law Firm, LLC",Consumer Discretionary,Consumer Services,United States,Government & Military Data,"Dec 9, 2024",0,0
"Russell Law Firm, LLC",Consumer Discretionary,Consumer Services,United States,Communication & Social Data,"Dec 9, 2024",0,0
Healthcare Management Systems,Information Technology,IT Services,United States,Financial & Payment Data,"Dec 9, 2024",0,0
Healthcare Management Systems,Information Technology,IT Services,United States,Personal Identifiable Information (PII),"Dec 9, 2024",0,0
Healthcare Management Systems,Information Technology,IT Services,United States,Medical & Health Records (PHI),"Dec 9, 2024",0,0
Healthcare Management Systems,Information Technology,IT Services,United States,Corporate & Business Data,"Dec 9, 2024",0,0
Healthcare Management Systems,Information Technology,IT Services,United States,Communication & Social Data,"Dec 9, 2024",0,0
"Giordano, DelCollo, Werb & Gagne, LLC.",Financials,Consumer Finance,United States,Personal Identifiable Information,"Dec 9, 2024",1.5 Tb,1536
"Giordano, DelCollo, Werb & Gagne, LLC.",Financials,Consumer Finance,United States,Financial & Payment Data,"Dec 9, 2024",1.5 Tb,1536
"Giordano, DelCollo, Werb & Gagne, LLC.",Financials,Consumer Finance,United States,Medical & Health Records (PHI),"Dec 9, 2024",1.5 Tb,1536
"Giordano, DelCollo, Werb & Gagne, LLC.",Financials,Consumer Finance,United States,Corporate & Business Data,"Dec 9, 2024",1.5 Tb,1536
"Giordano, DelCollo, Werb & Gagne, LLC.",Financials,Consumer Finance,United States,Authentication & Credential Data,"Dec 9, 2024",1.5 Tb,1536
"Giordano, DelCollo, Werb & Gagne, LLC.",Financials,Consumer Finance,United States,Government & Military Data,"Dec 9, 2024",1.5 Tb,1536
"Giordano, DelCollo, Werb & Gagne, LLC.",Financials,Consumer Finance,United States,Intellectual Property (IP) & Research Data,"Dec 9, 2024",1.5 Tb,1536
"Giordano, DelCollo, Werb & Gagne, LLC.",Financials,Consumer Finance,United States,System & Infrastructure Data,"Dec 9, 2024",1.5 Tb,1536
Cottrell Fletcher & Cottrell P.C.,Financials,Financial Services,United States,Personal Identifiable Information,"Dec 9, 2024",1.5 Tb,1536
Cottrell Fletcher & Cottrell P.C.,Financials,Financial Services,United States,Financial & Payment Data,"Dec 9, 2024",1.5 Tb,1536
Cottrell Fletcher & Cottrell P.C.,Financials,Financial Services,United States,Medical & Health Records (PHI),"Dec 9, 2024",1.5 Tb,1536
Cottrell Fletcher & Cottrell P.C.,Financials,Financial Services,United States,Corporate & Business Data,"Dec 9, 2024",1.5 Tb,1536
Cottrell Fletcher & Cottrell P.C.,Financials,Financial Services,United States,Authentication & Credential Data,"Dec 9, 2024",1.5 Tb,1536
Cottrell Fletcher & Cottrell P.C.,Financials,Financial Services,United States,Government & Military Data,"Dec 9, 2024",1.5 Tb,1536
Cottrell Fletcher & Cottrell P.C.,Financials,Financial Services,United States,Intellectual Property (IP) & Research Data,"Dec 9, 2024",1.5 Tb,1536
Cottrell Fletcher & Cottrell P.C.,Financials,Financial Services,United States,System & Infrastructure Data,"Dec 9, 2024",1.5 Tb,1536
"ATSG, Inc",Industrials,Aerospace & Defense,United States,Authentication & Credential Data,"Dec 9, 2024",1.9 Tb,1945.6
"ATSG, Inc",Industrials,Aerospace & Defense,United States,Personal Identifiable Information (PII),"Dec 9, 2024",1.9 Tb,1945.6
"ATSG, Inc",Industrials,Aerospace & Defense,United States,Financial & Payment Data,"Dec 9, 2024",1.9 Tb,1945.6
"ATSG, Inc",Industrials,Aerospace & Defense,United States,Medical & Health Records (PHI),"Dec 9, 2024",1.9 Tb,1945.6
"ATSG, Inc",Industrials,Aerospace & Defense,United States,Corporate & Business Data,"Dec 9, 2024",1.9 Tb,1945.6
"ATSG, Inc",Industrials,Aerospace & Defense,United States,Communication & Social Data,"Dec 9, 2024",1.9 Tb,1945.6
"ATSG, Inc",Industrials,Aerospace & Defense,United States,Government & Military Data (depending on the nature of the court and litigation data),"Dec 9, 2024",1.9 Tb,1945.6
Physicians' Primary Care of Southwest Florida,Health Care,Health Care Providers,United States,Personal Identifiable Information,"Dec 8, 2024",1.8 Tb,1843.2
Physicians' Primary Care of Southwest Florida,Health Care,Health Care Providers,United States,Financial & Payment Data,"Dec 8, 2024",1.8 Tb,1843.2
Physicians' Primary Care of Southwest Florida,Health Care,Health Care Providers,United States,Medical & Health Records (PHI),"Dec 8, 2024",1.8 Tb,1843.2
Physicians' Primary Care of Southwest Florida,Health Care,Health Care Providers,United States,Corporate & Business Data,"Dec 8, 2024",1.8 Tb,1843.2
Physicians' Primary Care of Southwest Florida,Health Care,Health Care Providers,United States,Authentication & Credential Data,"Dec 8, 2024",1.8 Tb,1843.2
Physicians' Primary Care of Southwest Florida,Health Care,Health Care Providers,United States,Government & Military Data,"Dec 8, 2024",1.8 Tb,1843.2
Physicians' Primary Care of Southwest Florida,Health Care,Health Care Providers,United States,System & Infrastructure Data,"Dec 8, 2024",1.8 Tb,1843.2
Star Shuttle Inc.,Industrials,Aerospace & Defense,United States,Personal Identifiable Information,"Dec 7, 2024",500 Gb,500
Star Shuttle Inc.,Industrials,Aerospace & Defense,United States,Financial & Payment Data,"Dec 7, 2024",500 Gb,500
Star Shuttle Inc.,Industrials,Aerospace & Defense,United States,Corporate & Business Data,"Dec 7, 2024",500 Gb,500
Star Shuttle Inc.,Industrials,Aerospace & Defense,United States,Intellectual Property (IP) & Research Data,"Dec 7, 2024",500 Gb,500
Star Shuttle Inc.,Industrials,Aerospace & Defense,United States,System & Infrastructure Data,"Dec 7, 2024",500 Gb,500
ICWI,Financials,Insurance,Jamaica,Personal Identifiable Information,"Dec 3, 2024",3.5 Tb,3584
ICWI,Financials,Insurance,Jamaica,Financial & Payment Data,"Dec 3, 2024",3.5 Tb,3584
ICWI,Financials,Insurance,Jamaica,Corporate & Business Data,"Dec 3, 2024",3.5 Tb,3584
"L & B Transport, L.L.C.",Industrials,Transportation,United States,Financial & Payment Data,"Dec 2, 2024",0,0
"L & B Transport, L.L.C.",Industrials,Transportation,United States,Personal Identifiable Information (PII),"Dec 2, 2024",0,0
"L & B Transport, L.L.C.",Industrials,Transportation,United States,Medical & Health Records (PHI),"Dec 2, 2024",0,0
"L & B Transport, L.L.C.",Industrials,Transportation,United States,Corporate & Business Data,"Dec 2, 2024",0,0
"L & B Transport, L.L.C.",Industrials,Transportation,United States,Communication & Social Data,"Dec 2, 2024",0,0
"L & B Transport, L.L.C.",Industrials,Transportation,United States, Authentication & Credential Data,"Dec 2, 2024",0,0
"Trinity Petroleum Management, LLC",Energy,"Oil, Gas & Consumable Fuels",United States,Personal Identifiable Information,"Nov 22, 2024",1.2 Tb,1228.8
"Trinity Petroleum Management, LLC",Energy,"Oil, Gas & Consumable Fuels",United States,Corporate & Business Data,"Nov 22, 2024",1.2 Tb,1228.8
"Trinity Petroleum Management, LLC",Energy,"Oil, Gas & Consumable Fuels",United States,Authentication & Credential Data,"Nov 22, 2024",1.2 Tb,1228.8
"Trinity Petroleum Management, LLC",Energy,"Oil, Gas & Consumable Fuels",United States,Government & Military Data,"Nov 22, 2024",1.2 Tb,1228.8
"Trinity Petroleum Management, LLC",Energy,"Oil, Gas & Consumable Fuels",United States,Intellectual Property (IP) & Research Data,"Nov 22, 2024",1.2 Tb,1228.8
"Trinity Petroleum Management, LLC",Energy,"Oil, Gas & Consumable Fuels",United States,Financial & Payment Data,"Nov 22, 2024",1.2 Tb,1228.8
Corporate Job Bank,Industrials,Commercial Services & Supplies,United States,Personal Identifiable Information,"Nov 22, 2024",200 Gb,200
Corporate Job Bank,Industrials,Commercial Services & Supplies,United States,Corporate & Business Data,"Nov 22, 2024",200 Gb,200
Corporate Job Bank,Industrials,Commercial Services & Supplies,United States,System & Infrastructure Data,"Nov 22, 2024",200 Gb,200
Premier Work Support,Industrials,Commercial Services & Supplies,United Kingdom,Authentication & Credential Data,"Nov 21, 2024",700 Gb,700
Premier Work Support,Industrials,Commercial Services & Supplies,United Kingdom,Personal Identifiable Information,"Nov 21, 2024",700 Gb,700
Premier Work Support,Industrials,Commercial Services & Supplies,United Kingdom,Financial & Payment Data,"Nov 21, 2024",700 Gb,700
Premier Work Support,Industrials,Commercial Services & Supplies,United Kingdom,Medical & Health Records (PHI),"Nov 21, 2024",700 Gb,700
Premier Work Support,Industrials,Commercial Services & Supplies,United Kingdom,Corporate & Business Data,"Nov 21, 2024",700 Gb,700
Premier Work Support,Industrials,Commercial Services & Supplies,United Kingdom,System & Infrastructure Data,"Nov 21, 2024",700 Gb,700
